ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,MonitoringLocationIdentifier,SampleCollectionMethod/MethodName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides-NWQL S2002, lab extr",0.08,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",25,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fenamiphos sulfoxide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenbutatin-oxide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",100,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fenbutatin-oxide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",120,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fenbutatin-oxide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",120,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fentin,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",30,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fentin,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",50,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fentin,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",30,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fenuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.06,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fenuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.06,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fenuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.06,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fenuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.06,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fenuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.06,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fenuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.06,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.018,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.018,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.018,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.018,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.018,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.018,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fipronil,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.012,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.012,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.012,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.012,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.012,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.012,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",3.8,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",3.8,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fipronil Desulfinyl,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",3.8,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.016,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.016,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.016,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.016,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.016,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.016,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fipronil Sulfide,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",4.2,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil sulfonate,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",96,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil sulfonate,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",96,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fipronil sulfonate,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",96,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.024,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.024,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.024,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.024,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.024,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Fipronil &degradates,water,GC-MS",0.024,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5.6,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",10,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Fipronil Sulfone,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",5.6,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.08,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.08,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.08,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.08,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.08,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.08,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",17,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,4/9/2019,USGS-195220155070001,Grab sample  (dip),Not Detected,Flumetsulam,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",25,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,2/19/2019,USGS-195220155070001,Weighted bottle,Not Detected,Flumetsulam,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",17,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-194526155054301,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.04,ug/l,"Kaiwiki Stream at Kahoa Street, HI",Stream,20010000,19.75730556,-155.0951667,NAD83,52,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593601,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.04,ug/l,"Palm Grove Anchiline Pool, Hualalai, HI",Spring,20010000,19.82702778,-155.9940278,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/14/2014,USGS-194938155593602,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.04,ug/l,"Waikoloa Anch. Pool Preserve Area, Waikoloa, HI",Spring,20010000,19.9216111,-155.8883333,NAD83,7,feet,5,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195020155063701,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.04,ug/l,"Alia Stream at Kaupuea Homestead, Pepeekeo, HI",Stream,20010000,19.83888889,-155.1102778,NAD83,660,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195041155062201,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.04,ug/l,"Makea Stream at Hwy 19, Pepeekeo, HI",Stream,20010000,19.84458333,-155.1037222,NAD83,443,feet,20,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,1/21/2014,USGS-195144155054701,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pest, polar, wf, spe, HPLC-MS",0.04,ug/l,"Kapehu Stream near Old Railroad Way, Pepeekeo, HI",Stream,20010000,19.861,-155.0966667,NAD83,167,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
Water,Surface Water,6/4/2018,USGS-195220155070001,Grab sample  (dip),Not Detected,Fluometuron,Dissolved,NA,NA,"Pesticides, wf, dir inj LC/MS/MS",3.4,ng/l,"Paheehee Str at Old Mamalahoa Hwy, HI",Stream,20010000,19.87216667,-155.1165833,NAD83,213,feet,10,feet,Interpolated from Digital Elevation Model,LMSL
